Date,Open,High,Low,Close,Adj Close,Volume
2015-11-20,0.004222,0.004237,0.004167,0.004227,0.004227,312768
2015-11-21,0.004227,0.004268,0.004214,0.004245,0.004245,182628
2015-11-22,0.004249,0.004274,0.004238,0.004267,0.004267,174556
2015-11-23,0.004269,0.004351,0.004237,0.004288,0.004288,314451
2015-11-24,0.004288,0.004288,0.004201,0.004242,0.004242,197940
2015-11-25,0.004242,0.004325,0.004228,0.004318,0.004318,197356
2015-11-26,0.004317,0.004435,0.004227,0.004291,0.004291,400520
2015-11-27,0.004276,0.004304,0.004229,0.004276,0.004276,199790
2015-11-28,0.004275,0.004275,0.004208,0.004238,0.004238,195480
2015-11-29,0.004243,0.004299,0.004234,0.004299,0.004299,197822
2015-11-30,0.004298,0.004322,0.004185,0.004201,0.004201,272695
2015-12-01,0.004202,0.004208,0.004054,0.004090,0.004090,312401
2015-12-02,0.004091,0.004189,0.004041,0.004173,0.004173,328403
2015-12-03,0.004176,0.004304,0.004173,0.004262,0.004262,139104
2015-12-04,0.004262,0.004782,0.004239,0.004754,0.004754,930102
2015-12-05,0.004756,0.005301,0.004756,0.005301,0.005301,716241
2015-12-06,0.005302,0.005368,0.005153,0.005344,0.005344,1002000
2015-12-07,0.005312,0.005560,0.005297,0.005560,0.005560,866871
2015-12-08,0.005561,0.006775,0.005560,0.006775,0.006775,2423870
2015-12-09,0.006796,0.008905,0.006746,0.008523,0.008523,5702470
2015-12-10,0.008527,0.009071,0.008444,0.008444,0.008444,3223520
2015-12-11,0.008445,0.008453,0.007793,0.008441,0.008441,3465490
2015-12-12,0.008454,0.008642,0.008123,0.008536,0.008536,1317990
2015-12-13,0.008532,0.008867,0.008472,0.008779,0.008779,1394050
2015-12-14,0.008774,0.008780,0.007614,0.007614,0.007614,2433140
2015-12-15,0.007600,0.007600,0.006622,0.006684,0.006684,4908540
2015-12-16,0.006689,0.006816,0.006454,0.006755,0.006755,1249850
2015-12-17,0.006754,0.006808,0.006670,0.006694,0.006694,556682
2015-12-18,0.006686,0.006686,0.006367,0.006387,0.006387,833330
2015-12-19,0.006383,0.006401,0.006254,0.006291,0.006291,452403
2015-12-20,0.006292,0.006341,0.006205,0.006235,0.006235,577803
2015-12-21,0.006234,0.006356,0.006158,0.006269,0.006269,512514
2015-12-22,0.006271,0.006278,0.006184,0.006193,0.006193,460222
2015-12-23,0.006188,0.006211,0.006015,0.006021,0.006021,364178
2015-12-24,0.006023,0.006053,0.005955,0.005971,0.005971,332166
2015-12-25,0.005971,0.006514,0.005970,0.006487,0.006487,815998
2015-12-26,0.006491,0.006508,0.006145,0.006174,0.006174,665210
2015-12-27,0.006172,0.006355,0.006132,0.006343,0.006343,465856
2015-12-28,0.006348,0.006442,0.006326,0.006340,0.006340,469583
2015-12-29,0.006342,0.006353,0.006245,0.006264,0.006264,312612
2015-12-30,0.006266,0.006271,0.006170,0.006182,0.006182,280345
2015-12-31,0.006184,0.006184,0.006039,0.006040,0.006040,374355
2016-01-01,0.006040,0.006044,0.005933,0.005955,0.005955,211767
2016-01-02,0.005957,0.006079,0.005933,0.006065,0.006065,278539
2016-01-03,0.006066,0.006070,0.005988,0.006017,0.006017,291723
2016-01-04,0.006019,0.006059,0.005953,0.005958,0.005958,310820
2016-01-05,0.005954,0.006044,0.005953,0.006044,0.006044,381554
2016-01-06,0.006044,0.006044,0.005983,0.006003,0.006003,316235
2016-01-07,0.005998,0.006090,0.005998,0.006039,0.006039,426048
2016-01-08,0.006040,0.006055,0.005905,0.005933,0.005933,288641
2016-01-09,0.005937,0.006005,0.005933,0.005982,0.005982,310336
2016-01-10,0.005982,0.005999,0.005931,0.005956,0.005956,195011
2016-01-11,0.005963,0.005970,0.005892,0.005895,0.005895,216286
2016-01-12,0.005892,0.005897,0.005854,0.005854,0.005854,310414
2016-01-13,0.005836,0.005836,0.005753,0.005794,0.005794,497284
2016-01-14,0.005795,0.005802,0.005526,0.005529,0.005529,849371
2016-01-15,0.005528,0.005528,0.005229,0.005229,0.005229,441054
2016-01-16,0.005221,0.005274,0.005072,0.005112,0.005112,304209
2016-01-17,0.005110,0.005285,0.005011,0.005266,0.005266,473175
2016-01-18,0.005270,0.005416,0.005268,0.005326,0.005326,514295
2016-01-19,0.005330,0.005330,0.005262,0.005271,0.005271,226472
2016-01-20,0.005271,0.005394,0.005178,0.005381,0.005381,722260
2016-01-21,0.005370,0.005385,0.005305,0.005313,0.005313,344950
2016-01-22,0.005314,0.005314,0.005093,0.005114,0.005114,355595
2016-01-23,0.005109,0.005192,0.005109,0.005120,0.005120,310286
2016-01-24,0.005121,0.005237,0.005119,0.005219,0.005219,341789
2016-01-25,0.005218,0.005218,0.005064,0.005135,0.005135,412095
2016-01-26,0.005138,0.005477,0.005125,0.005419,0.005419,904781
2016-01-27,0.005408,0.006571,0.005408,0.006506,0.006506,2544770
2016-01-28,0.006507,0.006507,0.006090,0.006226,0.006226,2203940
2016-01-29,0.006228,0.006906,0.005922,0.006840,0.006840,2895430
2016-01-30,0.006824,0.007001,0.006612,0.006634,0.006634,1233320
2016-01-31,0.006631,0.006638,0.006359,0.006399,0.006399,977856
2016-02-01,0.006398,0.006551,0.006366,0.006542,0.006542,830380
2016-02-02,0.006545,0.006791,0.006545,0.006768,0.006768,809854
2016-02-03,0.006771,0.006906,0.006760,0.006883,0.006883,803366
2016-02-04,0.006882,0.006990,0.006856,0.006970,0.006970,1174600
2016-02-05,0.006965,0.007272,0.006958,0.007262,0.007262,1186010
2016-02-06,0.007273,0.007922,0.007247,0.007922,0.007922,1859040
2016-02-07,0.007924,0.008666,0.007924,0.008338,0.008338,2460140
2016-02-08,0.008375,0.008551,0.007959,0.007991,0.007991,1048160
2016-02-09,0.007999,0.008020,0.007736,0.007815,0.007815,866765
2016-02-10,0.007827,0.007943,0.007820,0.007853,0.007853,668185
2016-02-11,0.007857,0.007897,0.007770,0.007815,0.007815,565522
2016-02-12,0.007822,0.007979,0.007730,0.007979,0.007979,816579
2016-02-13,0.007961,0.008315,0.007937,0.008257,0.008257,684444
2016-02-14,0.008263,0.008639,0.008263,0.008590,0.008590,1144830
2016-02-15,0.008593,0.008656,0.008559,0.008631,0.008631,734275
2016-02-16,0.008631,0.008660,0.008434,0.008451,0.008451,1012220
2016-02-17,0.008456,0.008461,0.008113,0.008138,0.008138,1556320
2016-02-18,0.008135,0.008135,0.007897,0.007995,0.007995,854073
2016-02-19,0.007994,0.008252,0.007994,0.008245,0.008245,710808
2016-02-20,0.008253,0.008375,0.008220,0.008253,0.008253,515312
2016-02-21,0.008246,0.008282,0.008067,0.008100,0.008100,472569
2016-02-22,0.008100,0.008100,0.008040,0.008050,0.008050,607198
2016-02-23,0.008055,0.008070,0.007954,0.007970,0.007970,807140
2016-02-24,0.007971,0.008077,0.007951,0.008076,0.008076,473097
